OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
energy-cannon-xs-t1,Energy Cannon XS T1,SHIP_WEAPONS,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
energy-cannon-s-t1,Energy Cannon S T1,SHIP_WEAPONS,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
energy-cannon-m-t1,Energy Cannon M T1,SHIP_WEAPONS,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Energy Array,1,Enhanced Energy Core,1,Cannon Breech,1,,,,,,,,,,,,,,,,
energy-cannon-l-t1,Energy Cannon L T1,SHIP_WEAPONS,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Energy System,1,Military Energy Array,1,Enhanced Energy Core,1,,,,,,,,,,,,,,,,
energy-cannon-cap-t1,Energy Cannon CAP T1,SHIP_WEAPONS,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,,,
energy-cannon-cmd-t1,Energy Cannon CMD T1,SHIP_WEAPONS,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,
energy-cannon-class8-t1,Energy Cannon CLASS8 T1,SHIP_WEAPONS,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,,,,,,,,,,,,,,
energy-cannon-ttn-t1,Energy Cannon TTN T1,SHIP_WEAPONS,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Energy Core,1,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,,,,,,,,,,,,,,
energy-scatterfire-xxxs-t1,Energy Scatterfire XXXS T1,SHIP_WEAPONS,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
energy-scatterfire-xxs-t1,Energy Scatterfire XXS T1,SHIP_WEAPONS,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
energy-scatterfire-xs-t1,Energy Scatterfire XS T1,SHIP_WEAPONS,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
energy-scatterfire-s-t1,Energy Scatterfire S T1,SHIP_WEAPONS,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
energy-scatterfire-m-t1,Energy Scatterfire M T1,SHIP_WEAPONS,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Energy Array,1,Enhanced Energy Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
energy-scatterfire-l-t1,Energy Scatterfire L T1,SHIP_WEAPONS,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Energy System,1,Military Energy Array,1,Enhanced Energy Core,1,,,,,,,,,,,,,,,,
energy-scatterfire-cap-t1,Energy Scatterfire CAP T1,SHIP_WEAPONS,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,,,
energy-scatterfire-cmd-t1,Energy Scatterfire CMD T1,SHIP_WEAPONS,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,
energy-scatterfire-class8-t1,Energy Scatterfire CLASS8 T1,SHIP_WEAPONS,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,,,,,,,,,,,,,,
energy-scatterfire-ttn-t1,Energy Scatterfire TTN T1,SHIP_WEAPONS,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Energy Core,1,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,,,,,,,,,,,,,,
energy-burst-xxxs-t1,Energy Burst XXXS T1,SHIP_WEAPONS,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,,,,
energy-burst-xxs-t1,Energy Burst XXS T1,SHIP_WEAPONS,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,,,,
energy-burst-xs-t1,Energy Burst XS T1,SHIP_WEAPONS,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Burst Actuator,1,Burst Targeting,1,,,,,,,,,,,,,,,,
energy-burst-s-t1,Energy Burst S T1,SHIP_WEAPONS,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Burst Actuator,1,Burst Targeting,1,,,,,,,,,,,,,,,,
energy-burst-m-t1,Energy Burst M T1,SHIP_WEAPONS,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Energy Array,1,Enhanced Energy Core,1,Burst Actuator,1,,,,,,,,,,,,,,,,
energy-burst-l-t1,Energy Burst L T1,SHIP_WEAPONS,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Energy System,1,Military Energy Array,1,Enhanced Energy Core,1,,,,,,,,,,,,,,,,
energy-burst-cap-t1,Energy Burst CAP T1,SHIP_WEAPONS,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,,,
energy-burst-cmd-t1,Energy Burst CMD T1,SHIP_WEAPONS,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,
energy-burst-class8-t1,Energy Burst CLASS8 T1,SHIP_WEAPONS,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,,,,,,,,,,,,,,
energy-burst-ttn-t1,Energy Burst TTN T1,SHIP_WEAPONS,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Energy Core,1,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,,,,,,,,,,,,,,
energy-beam-xxxs-t1,Energy Beam XXXS T1,SHIP_WEAPONS,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Beam Focusing Array,1,,,,,,,,,,,,,,,,,,
energy-beam-xxs-t1,Energy Beam XXS T1,SHIP_WEAPONS,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Energy Payload Kit,1,Beam Focusing Array,1,,,,,,,,,,,,,,,,,,
energy-beam-xs-t1,Energy Beam XS T1,SHIP_WEAPONS,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Beam Focusing Array,1,Beam Targeting,1,,,,,,,,,,,,,,,,
energy-beam-s-t1,Energy Beam S T1,SHIP_WEAPONS,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Energy Core,1,Beam Focusing Array,1,Beam Targeting,1,,,,,,,,,,,,,,,,
energy-beam-m-t1,Energy Beam M T1,SHIP_WEAPONS,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Energy Array,1,Enhanced Energy Core,1,Beam Focusing Array,1,,,,,,,,,,,,,,,,
energy-beam-l-t1,Energy Beam L T1,SHIP_WEAPONS,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Energy System,1,Military Energy Array,1,Enhanced Energy Core,1,,,,,,,,,,,,,,,,
energy-beam-cap-t1,Energy Beam CAP T1,SHIP_WEAPONS,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,,,
energy-beam-cmd-t1,Energy Beam CMD T1,SHIP_WEAPONS,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,Military Energy Array,1,,,,,,,,,,,,,,
energy-beam-class8-t1,Energy Beam CLASS8 T1,SHIP_WEAPONS,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,Quantum Energy System,1,,,,,,,,,,,,,,
energy-beam-ttn-t1,Energy Beam TTN T1,SHIP_WEAPONS,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Energy Core,1,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Energy Grid,1,,,,,,,,,,,,,,
emp-rapidfire-xxxs-t1,EMP Rapidfire XXXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,,,,,,,
emp-rapidfire-xxs-t1,EMP Rapidfire XXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,,,,,,,
emp-rapidfire-xs-t1,EMP Rapidfire XS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Rapidfire Controller,1,Targeting Matrix,1,,,,,,,,,,,,,,,,
emp-rapidfire-s-t1,EMP Rapidfire S T1,SHIP_WEAPONS,ELECTROMAGNETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Rapidfire Controller,1,Targeting Matrix,1,,,,,,,,,,,,,,,,
emp-rapidfire-m-t1,EMP Rapidfire M T1,SHIP_WEAPONS,ELECTROMAGNETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military EMP Array,1,Enhanced EMP Core,1,Rapidfire Controller,1,,,,,,,,,,,,,,,,
emp-rapidfire-l-t1,EMP Rapidfire L T1,SHIP_WEAPONS,ELECTROMAGNETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum EMP System,1,Military EMP Array,1,Enhanced EMP Core,1,,,,,,,,,,,,,,,,
emp-rapidfire-cap-t1,EMP Rapidfire CAP T1,SHIP_WEAPONS,ELECTROMAGNETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,,,
emp-rapidfire-cmd-t1,EMP Rapidfire CMD T1,SHIP_WEAPONS,ELECTROMAGNETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,
emp-rapidfire-class8-t1,EMP Rapidfire CLASS8 T1,SHIP_WEAPONS,ELECTROMAGNETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,,,,,,,,,,,,,,
emp-rapidfire-ttn-t1,EMP Rapidfire TTN T1,SHIP_WEAPONS,ELECTROMAGNETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity EMP Core,1,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,,,,,,,,,,,,,,
emp-cannon-xxxs-t1,EMP Cannon XXXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,,,
emp-cannon-xxs-t1,EMP Cannon XXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,,,
emp-cannon-xs-t1,EMP Cannon XS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
emp-cannon-s-t1,EMP Cannon S T1,SHIP_WEAPONS,ELECTROMAGNETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
emp-cannon-m-t1,EMP Cannon M T1,SHIP_WEAPONS,ELECTROMAGNETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military EMP Array,1,Enhanced EMP Core,1,Cannon Breech,1,,,,,,,,,,,,,,,,
emp-cannon-l-t1,EMP Cannon L T1,SHIP_WEAPONS,ELECTROMAGNETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum EMP System,1,Military EMP Array,1,Enhanced EMP Core,1,,,,,,,,,,,,,,,,
emp-cannon-cap-t1,EMP Cannon CAP T1,SHIP_WEAPONS,ELECTROMAGNETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,,,
emp-cannon-cmd-t1,EMP Cannon CMD T1,SHIP_WEAPONS,ELECTROMAGNETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,
emp-cannon-class8-t1,EMP Cannon CLASS8 T1,SHIP_WEAPONS,ELECTROMAGNETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,,,,,,,,,,,,,,
emp-cannon-ttn-t1,EMP Cannon TTN T1,SHIP_WEAPONS,ELECTROMAGNETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity EMP Core,1,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,,,,,,,,,,,,,,
emp-scatterfire-xxxs-t1,EMP Scatterfire XXXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
emp-scatterfire-xxs-t1,EMP Scatterfire XXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
emp-scatterfire-xs-t1,EMP Scatterfire XS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
emp-scatterfire-s-t1,EMP Scatterfire S T1,SHIP_WEAPONS,ELECTROMAGNETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
emp-scatterfire-m-t1,EMP Scatterfire M T1,SHIP_WEAPONS,ELECTROMAGNETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military EMP Array,1,Enhanced EMP Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
emp-scatterfire-l-t1,EMP Scatterfire L T1,SHIP_WEAPONS,ELECTROMAGNETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum EMP System,1,Military EMP Array,1,Enhanced EMP Core,1,,,,,,,,,,,,,,,,
emp-scatterfire-cap-t1,EMP Scatterfire CAP T1,SHIP_WEAPONS,ELECTROMAGNETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,,,
emp-scatterfire-cmd-t1,EMP Scatterfire CMD T1,SHIP_WEAPONS,ELECTROMAGNETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,
emp-scatterfire-class8-t1,EMP Scatterfire CLASS8 T1,SHIP_WEAPONS,ELECTROMAGNETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,,,,,,,,,,,,,,
emp-scatterfire-ttn-t1,EMP Scatterfire TTN T1,SHIP_WEAPONS,ELECTROMAGNETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity EMP Core,1,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,,,,,,,,,,,,,,
emp-burst-xxxs-t1,EMP Burst XXXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,,,,
emp-burst-xxs-t1,EMP Burst XXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,,,,
emp-burst-xs-t1,EMP Burst XS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Burst Actuator,1,Burst Targeting,1,,,,,,,,,,,,,,,,
emp-burst-s-t1,EMP Burst S T1,SHIP_WEAPONS,ELECTROMAGNETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Burst Actuator,1,Burst Targeting,1,,,,,,,,,,,,,,,,
emp-burst-m-t1,EMP Burst M T1,SHIP_WEAPONS,ELECTROMAGNETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military EMP Array,1,Enhanced EMP Core,1,Burst Actuator,1,,,,,,,,,,,,,,,,
emp-burst-l-t1,EMP Burst L T1,SHIP_WEAPONS,ELECTROMAGNETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum EMP System,1,Military EMP Array,1,Enhanced EMP Core,1,,,,,,,,,,,,,,,,
emp-burst-cap-t1,EMP Burst CAP T1,SHIP_WEAPONS,ELECTROMAGNETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,,,
emp-burst-cmd-t1,EMP Burst CMD T1,SHIP_WEAPONS,ELECTROMAGNETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,
emp-burst-class8-t1,EMP Burst CLASS8 T1,SHIP_WEAPONS,ELECTROMAGNETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,,,,,,,,,,,,,,
emp-burst-ttn-t1,EMP Burst TTN T1,SHIP_WEAPONS,ELECTROMAGNETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity EMP Core,1,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,,,,,,,,,,,,,,
emp-beam-xxxs-t1,EMP Beam XXXS T1,SHIP_WEAPONS,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,EMP Payload Kit,1,Beam Focusing Array,1,,,,,,,,,,,,,,,,,,
