OutputID,OutputName,OutputType,OutputTier,BuildingResourceTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7
processing-hub-t3,Processing Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Hydrocarbon,29,Copper,22,Copper Wire,25,Sensor Array,23,,,,
processing-hub-t4,Processing Hub,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Bio Stabilizer,35,Copper,27,Copper Wire,30,Sensor Array,28,Processing Core,25,,
processing-hub-t5,Processing Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,49,Bio Stabilizer,42,Copper,32,Copper Wire,35,Sensor Array,34,Processing Core,30,Structural Shell,27
extraction-hub-t1,Extraction Hub,BUILDING,1,1,90,System Asteroid Belt,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Framework,20,Copper Ore,15,,,,,,,,
extraction-hub-t2,Extraction Hub,BUILDING,2,1,135,Oceanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Copper,24,Copper,18,Temperature Sensor,21,,,,,,
extraction-hub-t3,Extraction Hub,BUILDING,3,1,180,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Insulation Material,29,Copper,22,Temperature Sensor,25,Sensor Array,23,,,,
extraction-hub-t4,Extraction Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,41,Bio Stabilizer,35,Copper,26,Temperature Sensor,30,Sensor Array,27,Chromite,25,,
extraction-hub-t5,Extraction Hub,BUILDING,5,1,360,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,48,Bio Stabilizer,41,Copper,31,Temperature Sensor,35,Sensor Array,33,Chromite,30,Structural Shell,27
storage-hub-t1,Storage Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Hydrocarbon,20,Copper Ore,15,,,,,,,,
storage-hub-t2,Storage Hub,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Load Bearing Beams,24,Copper,18,Load Bearing Beams,21,,,,,,
storage-hub-t3,Storage Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Inert Gas Canisters,29,Copper,22,Load Bearing Beams,26,Chromite,23,,,,
storage-hub-t4,Storage Hub,BUILDING,4,1,270,System Asteroid Belt,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Bio Stabilizer,34,Copper,27,Load Bearing Beams,32,Chromite,27,Base Structure,25,,
storage-hub-t5,Storage Hub,BUILDING,5,1,360,Oceanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,51,Bio Stabilizer,40,Copper,32,Load Bearing Beams,38,Chromite,32,Base Structure,30,Sensor Array,27
farm-hub-t1,Farm Hub,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Structural Joint,20,Copper Ore,15,,,,,,,,
farm-hub-t2,Farm Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Copper,24,Copper,18,Control Circuit,21,,,,,,
farm-hub-t3,Farm Hub,BUILDING,3,1,180,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Structural Joint,29,Copper,22,Control Circuit,25,Copper,23,,,,
farm-hub-t4,Farm Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,43,Bio Stabilizer,34,Copper,26,Control Circuit,30,Copper,28,Heavy Alloy,25,,
farm-hub-t5,Farm Hub,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,51,Bio Stabilizer,40,Copper,31,Control Circuit,36,Copper,33,Heavy Alloy,30,Sensor Array,27
power-plant-t1,Power Plant,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Inert Gas Canisters,20,Copper Ore,15,,,,,,,,
power-plant-t2,Power Plant,BUILDING,2,1,135,System Asteroid Belt,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Copper,24,Copper,18,Heat Exchange Coils,21,,,,,,
power-plant-t3,Power Plant,BUILDING,3,1,180,Oceanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Copper,29,Copper,21,Heat Exchange Coils,25,Monitoring Circuits,23,,,,
power-plant-t4,Power Plant,BUILDING,4,1,270,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,43,Bio Stabilizer,35,Copper,25,Heat Exchange Coils,30,Monitoring Circuits,27,Base Structure,25,,
power-plant-t5,Power Plant,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,51,Bio Stabilizer,42,Copper,30,Heat Exchange Coils,36,Monitoring Circuits,33,Base Structure,30,Sensor Array,27
crew-quarters-t1,Crew Quarters,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Structural Joint,20,Copper Ore,15,,,,,,,,
crew-quarters-t2,Crew Quarters,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Hydrocarbon,24,Copper,18,Structural Shell,21,,,,,,
crew-quarters-t3,Crew Quarters,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Load Bearing Beams,29,Copper,21,Structural Shell,25,Alloy Frame,23,,,,
crew-quarters-t4,Crew Quarters,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,41,Bio Stabilizer,34,Copper,25,Structural Shell,30,Alloy Frame,27,Copper,25,,
crew-quarters-t5,Crew Quarters,BUILDING,5,1,360,System Asteroid Belt,MUD;ONI;USTUR,Infrastructure,,Chromite,49,Bio Stabilizer,41,Copper,30,Structural Shell,35,Alloy Frame,32,Copper,30,Processing Core,27
coordination-matrix-processor-t1,Coordination Matrix Processor,BUILDING,1,3,60,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,21,Utility Core,18,Storage Hub Core,15,,,,,,,,
coordination-matrix-processor-t2,Coordination Matrix Processor,BUILDING,2,3,45,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,25,Utility Core,22,Storage Hub Core,18,Maneuver Control Core,17,,,,,,
coordination-matrix-processor-t3,Coordination Matrix Processor,BUILDING,3,3,30,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,30,Utility Core,27,Storage Hub Core,21,Maneuver Control Core,20,Passenger Hub Core,19,,,,
coordination-matrix-processor-t4,Coordination Matrix Processor,BUILDING,4,3,25,Barren Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,36,Utility Core,33,Storage Hub Core,25,Maneuver Control Core,24,Passenger Hub Core,23,Warp Control Core,21,,
coordination-matrix-processor-t5,Coordination Matrix Processor,BUILDING,5,3,20,Dark Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,43,Utility Core,39,Storage Hub Core,30,Maneuver Control Core,29,Passenger Hub Core,27,Warp Control Core,25,EMP Matrix Core,23
copper-processor-t1,Copper Processor,BUILDING,1,1,60,Ice Giant,MUD;ONI;USTUR,Processing,1,Exotic Matter Core,25,Control Circuit,22,Heat Circulation Pipes,19,,,,,,,,
copper-processor-t2,Copper Processor,BUILDING,2,1,45,Gas Giant,MUD;ONI;USTUR,Processing,1,Exotic Matter Core,30,Control Circuit,26,Heat Circulation Pipes,22,Field Coils,21,,,,,,
copper-processor-t3,Copper Processor,BUILDING,3,1,30,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Exotic Matter Core,36,Control Circuit,31,Heat Circulation Pipes,27,Field Coils,25,Generator Coils,23,,,,
copper-processor-t4,Copper Processor,BUILDING,4,1,25,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Exotic Matter Core,44,Control Circuit,37,Heat Circulation Pipes,33,Field Coils,30,Generator Coils,28,Tin,25,,
copper-processor-t5,Copper Processor,BUILDING,5,1,20,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Exotic Matter Core,52,Control Circuit,44,Heat Circulation Pipes,39,Field Coils,36,Generator Coils,34,Tin,29,Chromite,27
copper-wire-processor-t1,Copper Wire Processor,BUILDING,1,1,60,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,25,Sensor Array,22,Copper Wire,19,,,,,,,,
copper-wire-processor-t2,Copper Wire Processor,BUILDING,2,1,45,Barren Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,30,Sensor Array,26,Copper Wire,23,Temperature Sensor,21,,,,,,
copper-wire-processor-t3,Copper Wire Processor,BUILDING,3,1,30,Dark Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,36,Sensor Array,30,Copper Wire,28,Temperature Sensor,25,Field Coils,23,,,,
copper-wire-processor-t4,Copper Wire Processor,BUILDING,4,1,25,Ice Giant,MUD;ONI;USTUR,Processing,1,Control Circuit,43,Sensor Array,36,Copper Wire,33,Temperature Sensor,30,Field Coils,28,Base Structure,25,,
copper-wire-processor-t5,Copper Wire Processor,BUILDING,5,1,20,Gas Giant,MUD;ONI;USTUR,Processing,1,Control Circuit,51,Sensor Array,42,Copper Wire,39,Temperature Sensor,36,Field Coils,33,Base Structure,30,Structural Shell,27
electromagnetic-resonator-processor-t1,Electromagnetic Resonator Processor,BUILDING,1,4,60,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Abyssal Energy Core,19,Electromagnetic Resonator,16,EM Quantum Core,13,,,,,,,,
electromagnetic-resonator-processor-t2,Electromagnetic Resonator Processor,BUILDING,2,4,45,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Abyssal Energy Core,23,Electromagnetic Resonator,20,EM Quantum Core,16,Power Management Core,15,,,,,,
electromagnetic-resonator-processor-t3,Electromagnetic Resonator Processor,BUILDING,3,4,30,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Abyssal Energy Core,28,Electromagnetic Resonator,24,EM Quantum Core,19,Power Management Core,18,Energy Substrate,17,,,,
electromagnetic-resonator-processor-t4,Electromagnetic Resonator Processor,BUILDING,4,4,25,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Abyssal Energy Core,33,Electromagnetic Resonator,29,EM Quantum Core,22,Power Management Core,22,Energy Substrate,20,Radiation Absorber,19,,
electromagnetic-resonator-processor-t5,Electromagnetic Resonator Processor,BUILDING,5,4,20,Barren Planet,MUD;ONI;USTUR,Processing,1,Abyssal Energy Core,40,Electromagnetic Resonator,34,EM Quantum Core,26,Power Management Core,27,Energy Substrate,24,Radiation Absorber,23,Beryllium Matrix,19
emergency-matrix-core-processor-t1,Emergency Matrix Core Processor,BUILDING,1,3,60,Dark Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,21,Utility Core,18,Maneuver Control Core,15,,,,,,,,
emergency-matrix-core-processor-t2,Emergency Matrix Core Processor,BUILDING,2,3,45,Ice Giant,MUD;ONI;USTUR,Processing,1,Deployment Interface,25,Utility Core,22,Maneuver Control Core,18,Neural Interface,17,,,,,,
emergency-matrix-core-processor-t3,Emergency Matrix Core Processor,BUILDING,3,3,30,Gas Giant,MUD;ONI;USTUR,Processing,1,Deployment Interface,30,Utility Core,26,Maneuver Control Core,22,Neural Interface,21,EMP Matrix Core,19,,,,
emergency-matrix-core-processor-t4,Emergency Matrix Core Processor,BUILDING,4,3,25,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,35,Utility Core,31,Maneuver Control Core,26,Neural Interface,25,EMP Matrix Core,23,Resource Hub Core,21,,
emergency-matrix-core-processor-t5,Emergency Matrix Core Processor,BUILDING,5,3,20,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,41,Utility Core,36,Maneuver Control Core,31,Neural Interface,30,EMP Matrix Core,28,Resource Hub Core,25,Passenger Hub Core,23
ground-plate-processor-t1,Ground Plate Processor,BUILDING,1,1,60,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Alloy Frame,25,Base Structure,22,Copper,19,,,,,,,,
ground-plate-processor-t2,Ground Plate Processor,BUILDING,2,1,45,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Alloy Frame,30,Base Structure,27,Copper,23,Control Circuit,21,,,,,,
ground-plate-processor-t3,Ground Plate Processor,BUILDING,3,1,30,Barren Planet,MUD;ONI;USTUR,Processing,1,Alloy Frame,35,Base Structure,32,Copper,28,Control Circuit,25,Copper Wire,23,,,,
ground-plate-processor-t4,Ground Plate Processor,BUILDING,4,1,25,Dark Planet,MUD;ONI;USTUR,Processing,1,Alloy Frame,41,Base Structure,38,Copper,33,Control Circuit,29,Copper Wire,28,Exotic Matter Core,25,,
ground-plate-processor-t5,Ground Plate Processor,BUILDING,5,1,20,Ice Giant,MUD;ONI;USTUR,Processing,1,Alloy Frame,50,Base Structure,45,Copper,39,Control Circuit,35,Copper Wire,33,Exotic Matter Core,29,Field Coils,27
heat-circulation-pipes-processor-t1,Heat Circulation Pipes Processor,BUILDING,1,1,60,Gas Giant,MUD;ONI;USTUR,Processing,1,Copper,25,Alloy Frame,22,Base Structure,19,,,,,,,,
heat-circulation-pipes-processor-t2,Heat Circulation Pipes Processor,BUILDING,2,1,45,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Copper,30,Alloy Frame,26,Base Structure,23,Heat Circulation Pipes,21,,,,,,
heat-circulation-pipes-processor-t3,Heat Circulation Pipes Processor,BUILDING,3,1,30,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Copper,35,Alloy Frame,31,Base Structure,28,Heat Circulation Pipes,25,Control Circuit,23,,,,
heat-circulation-pipes-processor-t4,Heat Circulation Pipes Processor,BUILDING,4,1,25,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Copper,42,Alloy Frame,37,Base Structure,34,Heat Circulation Pipes,30,Control Circuit,27,Kinetic Stabilizer,25,,
heat-circulation-pipes-processor-t5,Heat Circulation Pipes Processor,BUILDING,5,1,20,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Copper,49,Alloy Frame,45,Base Structure,41,Heat Circulation Pipes,35,Control Circuit,33,Kinetic Stabilizer,30,Heat Sensor,27
heat-exchange-coils-processor-t1,Heat Exchange Coils Processor,BUILDING,1,1,60,Barren Planet,MUD;ONI;USTUR,Processing,1,Temperature Sensor,25,Base Structure,22,Alloy Frame,19,,,,,,,,
heat-exchange-coils-processor-t2,Heat Exchange Coils Processor,BUILDING,2,1,45,Dark Planet,MUD;ONI;USTUR,Processing,1,Temperature Sensor,30,Base Structure,26,Alloy Frame,23,Sensor Array,21,,,,,,
heat-exchange-coils-processor-t3,Heat Exchange Coils Processor,BUILDING,3,1,30,Ice Giant,MUD;ONI;USTUR,Processing,1,Temperature Sensor,36,Base Structure,31,Alloy Frame,28,Sensor Array,25,Control Circuit,23,,,,
heat-exchange-coils-processor-t4,Heat Exchange Coils Processor,BUILDING,4,1,25,Gas Giant,MUD;ONI;USTUR,Processing,1,Temperature Sensor,43,Base Structure,37,Alloy Frame,33,Sensor Array,30,Control Circuit,28,Transfer Lines,25,,
heat-exchange-coils-processor-t5,Heat Exchange Coils Processor,BUILDING,5,1,20,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Temperature Sensor,52,Base Structure,45,Alloy Frame,39,Sensor Array,35,Control Circuit,33,Transfer Lines,30,Tin,27
lunar-defense-network-processor-t1,Lunar Defense Network Processor,BUILDING,1,5,60,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Beryllium Matrix,17,EM Bio Core,14,Processing Integration Core,11,,,,,,,,
lunar-defense-network-processor-t2,Lunar Defense Network Processor,BUILDING,2,5,45,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Beryllium Matrix,20,EM Bio Core,17,Processing Integration Core,13,Energy Network Core,13,,,,,,
lunar-defense-network-processor-t3,Lunar Defense Network Processor,BUILDING,3,5,30,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Beryllium Matrix,24,EM Bio Core,21,Processing Integration Core,16,Energy Network Core,16,Utility Integration Core,15,,,,
lunar-defense-network-processor-t4,Lunar Defense Network Processor,BUILDING,4,5,25,Barren Planet,MUD;ONI;USTUR,Processing,1,Beryllium Matrix,28,EM Bio Core,25,Processing Integration Core,19,Energy Network Core,19,Utility Integration Core,18,Super Conductor,17,,
lunar-defense-network-processor-t5,Lunar Defense Network Processor,BUILDING,5,5,20,Dark Planet,MUD;ONI;USTUR,Processing,1,Beryllium Matrix,34,EM Bio Core,30,Processing Integration Core,22,Energy Network Core,23,Utility Integration Core,21,Super Conductor,20,Processing Platform Core,19
neural-interface-processor-t1,Neural Interface Processor,BUILDING,1,3,60,Ice Giant,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Sensor Hub Core,15,,,,,,,,
neural-interface-processor-t2,Neural Interface Processor,BUILDING,2,3,45,Gas Giant,MUD;ONI;USTUR,Processing,1,Utility Core,25,Deployment Interface,21,Sensor Hub Core,18,Passenger Hub Core,17,,,,,,
neural-interface-processor-t3,Neural Interface Processor,BUILDING,3,3,30,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Utility Core,30,Deployment Interface,25,Sensor Hub Core,22,Passenger Hub Core,21,EMP Matrix Core,19,,,,
neural-interface-processor-t4,Neural Interface Processor,BUILDING,4,3,25,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,36,Deployment Interface,29,Sensor Hub Core,26,Passenger Hub Core,25,EMP Matrix Core,23,Ground Plate,21,,
neural-interface-processor-t5,Neural Interface Processor,BUILDING,5,3,20,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,43,Deployment Interface,35,Sensor Hub Core,32,Passenger Hub Core,30,EMP Matrix Core,27,Core Stabilizer,25,Storage Hub Core,23
phase-drive-core-processor-t1,Phase Drive Core Processor,BUILDING,1,3,60,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Resource Hub Core,15,,,,,,,,
phase-drive-core-processor-t2,Phase Drive Core Processor,BUILDING,2,3,45,Barren Planet,MUD;ONI;USTUR,Processing,1,Utility Core,25,Deployment Interface,22,Resource Hub Core,18,Storage Hub Core,17,,,,,,
phase-drive-core-processor-t3,Phase Drive Core Processor,BUILDING,3,3,30,Dark Planet,MUD;ONI;USTUR,Processing,1,Utility Core,30,Deployment Interface,27,Resource Hub Core,21,Storage Hub Core,20,Signal Modulator,19,,,,
phase-drive-core-processor-t4,Phase Drive Core Processor,BUILDING,4,3,25,Ice Giant,MUD;ONI;USTUR,Processing,1,Utility Core,36,Deployment Interface,33,Resource Hub Core,25,Storage Hub Core,24,Signal Modulator,23,Processing Control Core,21,,
phase-drive-core-processor-t5,Phase Drive Core Processor,BUILDING,5,3,20,Gas Giant,MUD;ONI;USTUR,Processing,1,Utility Core,42,Deployment Interface,40,Resource Hub Core,30,Storage Hub Core,29,Signal Modulator,28,Processing Control Core,25,Passenger Hub Core,23
sensor-array-processor-t1,Sensor Array Processor,BUILDING,1,1,60,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Control Circuit,25,Chromite,22,Tin,19,,,,,,,,
sensor-array-processor-t2,Sensor Array Processor,BUILDING,2,1,45,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,30,Chromite,27,Tin,23,Heat Circulation Pipes,21,,,,,,
sensor-array-processor-t3,Sensor Array Processor,BUILDING,3,1,30,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,35,Chromite,32,Tin,28,Heat Circulation Pipes,25,Copper Wire,23,,,,
sensor-array-processor-t4,Sensor Array Processor,BUILDING,4,1,25,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,42,Chromite,38,Tin,34,Heat Circulation Pipes,29,Copper Wire,28,Sensor Array,25,,
sensor-array-processor-t5,Sensor Array Processor,BUILDING,5,1,20,Barren Planet,MUD;ONI;USTUR,Processing,1,Control Circuit,50,Chromite,44,Tin,41,Heat Circulation Pipes,34,Copper Wire,34,Sensor Array,30,Heat Sensor,27
sensor-hub-core-processor-t1,Sensor Hub Core Processor,BUILDING,1,3,60,Dark Planet,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Processing Control Core,15,,,,,,,,
sensor-hub-core-processor-t2,Sensor Hub Core Processor,BUILDING,2,3,45,Ice Giant,MUD;ONI;USTUR,Processing,1,Utility Core,25,Deployment Interface,22,Processing Control Core,18,EMP Matrix Core,17,,,,,,
sensor-hub-core-processor-t3,Sensor Hub Core Processor,BUILDING,3,3,30,Gas Giant,MUD;ONI;USTUR,Processing,1,Utility Core,30,Deployment Interface,26,Processing Control Core,22,EMP Matrix Core,20,Maneuver Control Core,19,,,,
sensor-hub-core-processor-t4,Sensor Hub Core Processor,BUILDING,4,3,25,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Utility Core,36,Deployment Interface,31,Processing Control Core,27,EMP Matrix Core,24,Maneuver Control Core,23,Storage Hub Core,21,,
sensor-hub-core-processor-t5,Sensor Hub Core Processor,BUILDING,5,3,20,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,43,Deployment Interface,36,Processing Control Core,33,EMP Matrix Core,29,Maneuver Control Core,28,Storage Hub Core,25,Signal Modulator,23
storage-hub-core-processor-t1,Storage Hub Core Processor,BUILDING,1,3,60,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,21,Utility Core,18,Maneuver Control Core,15,,,,,,,,
storage-hub-core-processor-t2,Storage Hub Core Processor,BUILDING,2,3,45,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,26,Utility Core,22,Maneuver Control Core,18,Processing Control Core,17,,,,,,
storage-hub-core-processor-t3,Storage Hub Core Processor,BUILDING,3,3,30,Barren Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,31,Utility Core,27,Maneuver Control Core,21,Processing Control Core,20,EMP Matrix Core,19,,,,
storage-hub-core-processor-t4,Storage Hub Core Processor,BUILDING,4,3,25,Dark Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,37,Utility Core,32,Maneuver Control Core,25,Processing Control Core,24,EMP Matrix Core,23,Neural Interface,21,,
storage-hub-core-processor-t5,Storage Hub Core Processor,BUILDING,5,3,20,Ice Giant,MUD;ONI;USTUR,Processing,1,Deployment Interface,43,Utility Core,39,Maneuver Control Core,30,Processing Control Core,29,EMP Matrix Core,27,Neural Interface,25,Sensor Hub Core,23
sublight-matrix-core-processor-t1,Sublight Matrix Core Processor,BUILDING,1,3,60,Gas Giant,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Neural Interface,15,,,,,,,,
sublight-matrix-core-processor-t2,Sublight Matrix Core Processor,BUILDING,2,3,45,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Utility Core,25,Deployment Interface,22,Neural Interface,18,Signal Modulator,17,,,,,,
sublight-matrix-core-processor-t3,Sublight Matrix Core Processor,BUILDING,3,3,30,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,30,Deployment Interface,27,Neural Interface,21,Signal Modulator,21,Sublight Matrix Core,19,,,,
sublight-matrix-core-processor-t4,Sublight Matrix Core Processor,BUILDING,4,3,25,Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,35,Deployment Interface,33,Neural Interface,25,Signal Modulator,25,Sublight Matrix Core,23,Core Stabilizer,21,,
sublight-matrix-core-processor-t5,Sublight Matrix Core Processor,BUILDING,5,3,20,Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Utility Core,41,Deployment Interface,40,Neural Interface,30,Signal Modulator,29,Sublight Matrix Core,28,Load Bearing Beams,25,Maneuver Control Core,23
tin-processor-t1,Tin Processor,BUILDING,1,1,60,Barren Planet,MUD;ONI;USTUR,Processing,1,Copper,25,Kinetic Stabilizer,22,Alloy Frame,19,,,,,,,,
tin-processor-t2,Tin Processor,BUILDING,2,1,45,Dark Planet,MUD;ONI;USTUR,Processing,1,Copper,30,Kinetic Stabilizer,26,Alloy Frame,23,Copper Wire,21,,,,,,
tin-processor-t3,Tin Processor,BUILDING,3,1,30,Ice Giant,MUD;ONI;USTUR,Processing,1,Copper,35,Kinetic Stabilizer,31,Alloy Frame,27,Copper Wire,25,Tin,23,,,,
tin-processor-t4,Tin Processor,BUILDING,4,1,25,Gas Giant,MUD;ONI;USTUR,Processing,1,Copper,42,Kinetic Stabilizer,36,Alloy Frame,32,Copper Wire,29,Tin,28,Control Circuit,25,,
tin-processor-t5,Tin Processor,BUILDING,5,1,20,System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Copper,50,Kinetic Stabilizer,42,Alloy Frame,39,Copper Wire,34,Tin,33,Control Circuit,30,Chromite,27
