OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
negative-rem-plating-xxxs,Negative Rem Plating XXXS,COUNTERMEASURES,DEFENSIVE,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Radiation Absorber,1,Basic Shielding,1,,,,,,,,,,,,,,,,,,
negative-rem-plating-xxs,Negative Rem Plating XXS,COUNTERMEASURES,DEFENSIVE,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Radiation Absorber,1,Basic Shielding,1,,,,,,,,,,,,,,,,,,
negative-rem-plating-xs,Negative Rem Plating XS,COUNTERMEASURES,DEFENSIVE,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Rem Barrier,1,Particle Deflector,1,Basic Shielding,1,,,,,,,,,,,,,,,,
negative-rem-plating-s,Negative Rem Plating S,COUNTERMEASURES,DEFENSIVE,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Rem Barrier,1,Particle Deflector,1,Basic Shielding,1,,,,,,,,,,,,,,,,
negative-rem-plating-m,Negative Rem Plating M,COUNTERMEASURES,DEFENSIVE,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Military Rad Shield,1,Advanced Rem Barrier,1,Particle Deflector,1,,,,,,,,,,,,,,,,
negative-rem-plating-l,Negative Rem Plating L,COUNTERMEASURES,DEFENSIVE,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Quantum Radiation Core,1,Military Rad Shield,1,Advanced Rem Barrier,1,,,,,,,,,,,,,,,,
negative-rem-plating-cap,Negative Rem Plating CAP,COUNTERMEASURES,DEFENSIVE,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Capital Rem System,1,Quantum Radiation Core,1,Military Rad Shield,1,,,,,,,,,,,,,,,,
negative-rem-plating-cmd,Negative Rem Plating CMD,COUNTERMEASURES,DEFENSIVE,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Battleship Rad Defense,1,Capital Rem System,1,Quantum Radiation Core,1,Military Rad Shield,1,,,,,,,,,,,,,,
negative-rem-plating-class8,Negative Rem Plating CLASS8,COUNTERMEASURES,DEFENSIVE,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Titan Rem Matrix,1,Battleship Rad Defense,1,Capital Rem System,1,Quantum Radiation Core,1,,,,,,,,,,,,,,
negative-rem-plating-ttn,Negative Rem Plating TTN,COUNTERMEASURES,DEFENSIVE,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Singularity Rad Core,1,Titan Rem Matrix,1,Battleship Rad Defense,1,Capital Rem System,1,,,,,,,,,,,,,,
warming-plates-xxxs,Warming Plates XXXS,COUNTERMEASURES,THERMAL,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Heat Generator,1,Thermal Regulator,1,,,,,,,,,,,,,,,,,,
warming-plates-xxs,Warming Plates XXS,COUNTERMEASURES,THERMAL,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Heat Generator,1,Thermal Regulator,1,,,,,,,,,,,,,,,,,,
warming-plates-xs,Warming Plates XS,COUNTERMEASURES,THERMAL,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Enhanced Heating Array,1,Temperature Controller,1,Thermal Regulator,1,,,,,,,,,,,,,,,,
warming-plates-s,Warming Plates S,COUNTERMEASURES,THERMAL,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Enhanced Heating Array,1,Temperature Controller,1,Thermal Regulator,1,,,,,,,,,,,,,,,,
warming-plates-m,Warming Plates M,COUNTERMEASURES,THERMAL,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Military Thermal Core,1,Enhanced Heating Array,1,Temperature Controller,1,,,,,,,,,,,,,,,,
warming-plates-l,Warming Plates L,COUNTERMEASURES,THERMAL,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Quantum Heat Source,1,Military Thermal Core,1,Enhanced Heating Array,1,,,,,,,,,,,,,,,,
warming-plates-cap,Warming Plates CAP,COUNTERMEASURES,THERMAL,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Capital Heating Grid,1,Quantum Heat Source,1,Military Thermal Core,1,,,,,,,,,,,,,,,,
warming-plates-cmd,Warming Plates CMD,COUNTERMEASURES,THERMAL,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Battleship Thermal System,1,Capital Heating Grid,1,Quantum Heat Source,1,Military Thermal Core,1,,,,,,,,,,,,,,
warming-plates-class8,Warming Plates CLASS8,COUNTERMEASURES,THERMAL,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Titan Heat Matrix,1,Battleship Thermal System,1,Capital Heating Grid,1,Quantum Heat Source,1,,,,,,,,,,,,,,
warming-plates-ttn,Warming Plates TTN,COUNTERMEASURES,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Singularity Heat Core,1,Titan Heat Matrix,1,Battleship Thermal System,1,Capital Heating Grid,1,,,,,,,,,,,,,,
