OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
ship-component-subwarp-engine-s-t1,Subwarp Engine S T1,SHIP_COMPONENTS,PROPULSION,,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,,,,,,,,,,,,,,,,
ship-component-subwarp-engine-m-t1,Subwarp Engine M T1,SHIP_COMPONENTS,PROPULSION,,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,,,,,,,,,,,,,,,,
ship-component-subwarp-engine-l-t1,Subwarp Engine L T1,SHIP_COMPONENTS,PROPULSION,,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,Thrust Amplification Module,1,,,,,,,,,,,,,,
ship-component-subwarp-engine-cap-t1,Subwarp Engine CAP T1,SHIP_COMPONENTS,PROPULSION,,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,,,
ship-component-subwarp-engine-cmd-t1,Subwarp Engine CMD T1,SHIP_COMPONENTS,PROPULSION,,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,,,
ship-component-subwarp-engine-class8-t1,Subwarp Engine CLASS8 T1,SHIP_COMPONENTS,PROPULSION,,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,,,
ship-component-subwarp-engine-ttn-t1,Subwarp Engine TTN T1,SHIP_COMPONENTS,PROPULSION,,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Propulsion Core,1,Engine Manifold,1,Fuel Injector,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,,,
ship-component-warp-drive-xxs-t1,Warp Drive XXS T1,SHIP_COMPONENTS,PROPULSION,,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,,,,,,,,,,,,,,,,
ship-component-warp-drive-xs-t1,Warp Drive XS T1,SHIP_COMPONENTS,PROPULSION,,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,,,,,,,,,,,,,,,,
ship-component-warp-drive-s-t1,Warp Drive S T1,SHIP_COMPONENTS,PROPULSION,,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,,,,,,,,,,,,,,,,
ship-component-warp-drive-m-t1,Warp Drive M T1,SHIP_COMPONENTS,PROPULSION,,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,,,,,,,,,,,,,,,,
ship-component-warp-drive-l-t1,Warp Drive L T1,SHIP_COMPONENTS,PROPULSION,,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,Thrust Amplification Module,1,,,,,,,,,,,,,,
ship-component-warp-drive-cap-t1,Warp Drive CAP T1,SHIP_COMPONENTS,PROPULSION,,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,,,
ship-component-warp-drive-cmd-t1,Warp Drive CMD T1,SHIP_COMPONENTS,PROPULSION,,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,,,
ship-component-warp-drive-class8-t1,Warp Drive CLASS8 T1,SHIP_COMPONENTS,PROPULSION,,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,,,
ship-component-warp-drive-ttn-t1,Warp Drive TTN T1,SHIP_COMPONENTS,PROPULSION,,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Warp Field Generator,1,Subspace Conduit,1,Exotic Stabilizer,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,,,
ship-component-repair-rig-xxs-t1,Repair Rig XXS T1,SHIP_COMPONENTS,UTILITY,,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,,,,,,
ship-component-repair-rig-xs-t1,Repair Rig XS T1,SHIP_COMPONENTS,UTILITY,,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,,,,,,
ship-component-repair-rig-s-t1,Repair Rig S T1,SHIP_COMPONENTS,UTILITY,,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,,,,,,
